Universal ACDC v.1.38
importing alife objects...
importing alife objects from file alife_l07_military.ltx...
team 0, squad 0, group 0, mil_bloodsucker_normal
team 0, squad 0, group 0, esc_boar_weak
team 0, squad 1, group 22, esc_boar_weak_0000
team 0, squad 0, group 0, esc_boar_weak_0003
team 0, squad 1, group 22, esc_boar_weak_0004
team 0, squad 11, group 10, esc_dog_normal
team 0, squad 11, group 10, esc_dog_normal_0000
team 0, squad 0, group 0, esc_dog_normal_0001
team 0, squad 11, group 11, esc_dog_strong
team 0, squad 1, group 15, esc_dog_weak_0002
team 0, squad 1, group 15, esc_dog_weak_0006
team 0, squad 1, group 15, esc_dog_weak_0007
team 0, squad 0, group 0, esc_bd__m_dog_e_0008
team 0, squad 0, group 0, esc_bd__m_dog_e_0010
team 0, squad 0, group 0, esc_bd__m_dog_e_0011
team 0, squad 0, group 0, esc_bd__m_dog_e_0012
team 0, squad 0, group 0, esc_bd__m_dog_e_0013
team 0, squad 0, group 0, esc_bd_m_dog_e_0009
team 0, squad 1, group 14, esc_dog_swarm_0001
team 0, squad 1, group 14, esc_dog_swarm_0002
team 0, squad 1, group 14, esc_dog_swarm_0004
team 0, squad 1, group 14, esc_dog_swarm_0007
team 0, squad 0, group 0, esc_dog_weak
team 0, squad 0, group 0, esc_dog_weak_0000
team 0, squad 0, group 0, esc_dog_weak_0001
team 0, squad 0, group 0, esc_dog_weak_0003
team 0, squad 0, group 0, esc_dog_weak_0004
team 0, squad 0, group 0, esc_dog_weak_0005
team 0, squad 0, group 0, esc_dog_weak_0008
team 0, squad 1, group 22, esc_dog_weak_0009
team 0, squad 1, group 22, esc_dog_weak_0010
team 0, squad 1, group 22, esc_dog_weak_0011
team 0, squad 1, group 22, esc_dog_weak_0012
team 0, squad 1, group 22, esc_dog_weak_0013
team 0, squad 1, group 22, esc_dog_weak_0014
team 0, squad 1, group 22, esc_dog_weak_0015
team 0, squad 0, group 0, esc_dog_weak_0016
team 0, squad 0, group 0, esc_dog_weak_0017
team 0, squad 0, group 0, esc_dog_weak_0018
team 0, squad 0, group 0, esc_dog_weak_0019
team 0, squad 0, group 0, esc_dog_weak_0020
team 0, squad 0, group 0, esc_dog_weak_0021
team 0, squad 0, group 0, esc_dog_weak_0022
team 0, squad 0, group 0, esc_dog_weak_0023
team 0, squad 0, group 0, esc_dog_weak_0024
team 0, squad 0, group 0, esc_dog_weak_0025
team 0, squad 0, group 0, esc_dog_weak_0026
team 0, squad 0, group 0, esc_dog_weak_0027
team 0, squad 0, group 0, esc_dog_weak_0028
team 0, squad 0, group 0, esc_dog_weak_0029
team 0, squad 0, group 0, esc_dog_weak_0030
team 0, squad 0, group 0, esc_dog_weak_0031
team 0, squad 0, group 0, esc_dog_weak_0032
team 0, squad 0, group 0, esc_flesh_normal
team 0, squad 0, group 0, esc_flesh_normal_0000
team 0, squad 0, group 0, esc_flesh_normal_0001
team 0, squad 0, group 0, esc_flesh_normal_0004
team 0, squad 0, group 0, esc_flesh_normal_0008
team 0, squad 1, group 22, esc_flesh_weak_0000
team 0, squad 1, group 22, esc_flesh_weak_0001
team 0, squad 1, group 2, esc_bridge_soldier1
team 0, squad 1, group 2, esc_bridge_soldier2
team 0, squad 1, group 2, esc_bridge_soldier3
team 0, squad 1, group 2, esc_bridge_soldier4
team 0, squad 1, group 2, esc_bridge_soldier5
team 0, squad 1, group 2, zona_brother1
team 0, squad 1, group 2, zona_brother2
team 0, squad 0, group 0, esc_m_crow
team 0, squad 0, group 0, esc_m_crow_0000
team 0, squad 0, group 0, esc_m_crow_0001
team 0, squad 0, group 0, esc_m_crow_0002
team 0, squad 0, group 0, esc_m_crow_0003
team 0, squad 0, group 0, esc_m_crow_0004
team 0, squad 0, group 0, esc_m_crow_0005
team 0, squad 0, group 0, esc_m_crow_0006
team 0, squad 0, group 0, esc_m_crow_0007
team 0, squad 0, group 0, esc_m_crow_0008
team 0, squad 0, group 0, esc_m_crow_0009
team 0, squad 0, group 0, esc_m_crow_0010
team 0, squad 0, group 0, esc_m_crow_0011
team 0, squad 0, group 0, esc_m_crow_0012
team 0, squad 0, group 0, esc_m_crow_0013
team 0, squad 0, group 0, esc_m_crow_0014
team 0, squad 0, group 0, esc_m_crow_0015
team 0, squad 0, group 0, esc_m_crow_0016
team 0, squad 0, group 0, esc_m_crow_0017
team 0, squad 0, group 0, esc_m_crow_0018
team 0, squad 0, group 0, esc_m_crow_0019
team 0, squad 0, group 0, esc_m_crow_0020
team 0, squad 0, group 0, esc_m_crow_0021
team 0, squad 0, group 0, esc_m_crow_0022
team 0, squad 0, group 0, esc_m_crow_0023
team 0, squad 0, group 0, esc_m_crow_0024
team 0, squad 0, group 0, esc_m_crow_0025
team 0, squad 0, group 0, esc_m_crow_0026
team 0, squad 0, group 0, esc_m_crow_0027
team 0, squad 0, group 0, esc_m_crow_0028
team 0, squad 0, group 0, esc_m_crow_0029
team 0, squad 0, group 0, esc_m_crow_0030
team 0, squad 0, group 0, esc_m_crow_0031
team 0, squad 0, group 0, esc_m_crow_0032
team 0, squad 0, group 0, esc_m_crow_0033
team 0, squad 0, group 0, esc_m_crow_0034
team 0, squad 0, group 0, esc_m_crow_0035
team 0, squad 0, group 0, esc_m_crow_0036
team 0, squad 0, group 0, esc_m_crow_0037
team 0, squad 0, group 0, esc_m_crow_0038
team 0, squad 0, group 0, esc_m_crow_0039
team 0, squad 0, group 0, esc_m_crow_0040
team 0, squad 0, group 0, esc_m_crow_0041
team 0, squad 0, group 0, esc_m_crow_0042
team 0, squad 0, group 0, esc_m_crow_0043
team 0, squad 0, group 0, esc_m_crow_0044
team 0, squad 0, group 0, esc_m_crow_0045
team 0, squad 0, group 0, esc_m_crow_0046
team 0, squad 0, group 0, esc_m_crow_0047
team 0, squad 0, group 0, esc_m_crow_0048
team 0, squad 0, group 0, esc_m_crow_0049
team 0, squad 0, group 0, esc_m_crow_0050
team 0, squad 0, group 0, esc_m_crow_0051
team 0, squad 0, group 0, esc_m_crow_0052
team 0, squad 0, group 0, esc_m_crow_0053
team 0, squad 0, group 0, secret_villager
team 0, squad 0, group 0, esc_pseudodog_strong
team 0, squad 11, group 12, esc_pseudodog_weak
team 0, squad 1, group 1, esc_blokpost_commander
team 0, squad 1, group 1, esc_blokpost_soldier1
team 0, squad 1, group 1, esc_blokpost_soldier2
team 0, squad 1, group 1, esc_blokpost_soldier3
team 0, squad 1, group 1, esc_blokpost_soldier4
team 0, squad 1, group 1, esc_blokpost_soldier5
team 0, squad 1, group 1, esc_blokpost_soldier6
team 0, squad 1, group 1, esc_blokpost_soldier7
team 0, squad 1, group 1, esc_blokpost_soldier8
team 0, squad 1, group 1, esc_blokpost_soldier9
team 0, squad 1, group 2, esc_bridge_soldier1_0000
team 0, squad 1, group 3, esc_factory_bandit1
team 0, squad 1, group 3, esc_factory_bandit3
team 0, squad 1, group 3, esc_factory_bandit4
team 0, squad 1, group 3, esc_factory_bandit5
team 0, squad 1, group 3, esc_factory_bandit6
team 0, squad 1, group 3, esc_factory_bandit_7
team 0, squad 1, group 3, esc_factory_prisoner_guard
team 0, squad 1, group 0, esc_fox
team 0, squad 1, group 21, esc_gar_bandit1
team 0, squad 1, group 21, esc_gar_bandit2
team 0, squad 1, group 4, esc_killer1
team 0, squad 1, group 4, esc_killer2
team 0, squad 1, group 4, esc_killer3
team 0, squad 1, group 4, esc_killer4
team 0, squad 1, group 4, esc_killer6
team 0, squad 1, group 4, esc_killer7
team 0, squad 1, group 4, esc_killer8
team 0, squad 1, group 5, esc_lager1
team 0, squad 1, group 5, esc_lager2
team 0, squad 1, group 5, esc_lager3
team 0, squad 1, group 5, esc_lager4
team 0, squad 1, group 5, esc_lager5
team 0, squad 1, group 5, esc_lager6
team 0, squad 1, group 5, esc_lager7
team 0, squad 1, group 2, esc_last_request_military_1
team 0, squad 1, group 2, esc_last_request_military_2
team 0, squad 1, group 2, esc_last_request_military_3
team 0, squad 1, group 2, esc_last_request_military_4
team 0, squad 1, group 2, esc_last_request_military_5
team 0, squad 1, group 2, esc_lekar
team 0, squad 1, group 3, esc_millitary_near_anomaly_1
team 0, squad 1, group 3, esc_millitary_near_anomaly_2
team 0, squad 1, group 3, esc_millitary_near_anomaly_3
team 0, squad 1, group 3, esc_millitary_near_anomaly_commander
team 0, squad 1, group 0, esc_novice_attacker1
team 0, squad 1, group 0, esc_novice_attacker2
team 0, squad 1, group 0, esc_novice_attacker3
team 0, squad 1, group 0, esc_provodnik
team 0, squad 0, group 0, esc_shustryi
team 0, squad 1, group 6, esc_specnaz1
team 0, squad 1, group 6, esc_specnaz2
team 0, squad 1, group 6, esc_specnaz3
team 0, squad 1, group 6, esc_specnaz4
team 0, squad 1, group 6, esc_specnaz5
team 0, squad 1, group 6, esc_specnaz6
team 0, squad 0, group 0, esc_stalker
team 0, squad 0, group 0, esc_stalker_0000
team 0, squad 0, group 0, esc_stalker_1
team 0, squad 0, group 0, esc_stalker_2
team 0, squad 0, group 0, esc_stalker_3
team 0, squad 0, group 0, esc_stalker_corps1
team 0, squad 0, group 0, esc_stalker_corps1_0000
team 0, squad 0, group 0, esc_stalker_corps1_0001
team 0, squad 1, group 0, esc_stalker_corpse
team 0, squad 1, group 5, esc_stalker_fanat
team 0, squad 1, group 2, esc_starik_searcing_doch
team 0, squad 1, group 0, esc_trup_bratka
team 0, squad 0, group 0, esc_trup_scene
team 0, squad 1, group 0, esc_tutorial_dead_novice
team 0, squad 1, group 0, esc_vagon_wounded
team 0, squad 1, group 2, esc_visitor_on_elevator_killer
team 0, squad 1, group 2, esc_visitor_on_elevator_target
team 0, squad 1, group 5, esc_wolf
team 0, squad 1, group 2, first_neutral
team 0, squad 0, group 0, vehicle_esc_last_request_btr_01
team 0, squad 0, group 0, vehicle_esc_last_request_btr_02
team 0, squad 0, group 0, vehicle_esc_last_request_gaz66
team 0, squad 0, group 0, vehicle_esc_last_request_kamaz
team 0, squad 0, group 0, esc_m_car_0000
team 0, squad 0, group 0, esc_vehicle_zaz_in_novice_lager
team 0, squad 0, group 1, esc_semenov
team 0, squad 1, group 1, esc_blokpost_soldier10
team 0, squad 0, group 0, esc_guns_remontnik
team 0, squad 1, group 5, esc_buharik
importing alife objects from file alife_l10u_bunker.ltx...
team 0, squad 0, group 0, bun_bloodsucker_strong
team 0, squad 0, group 0, bun_bloodsucker_strong_0000
team 0, squad 0, group 0, bun_bloodsucker_strong_0001
team 0, squad 0, group 0, bun_stalker_monolith
team 0, squad 0, group 0, bun_stalker_monolith_0000
team 0, squad 0, group 0, bun_stalker_monolith_0001
team 0, squad 0, group 0, bun_stalker_monolith_0002
team 0, squad 0, group 0, bun_stalker_monolith_0003
team 0, squad 0, group 0, bun_stalker_monolith_0004
team 0, squad 0, group 0, bun_stalker_monolith_0005
team 0, squad 0, group 0, bun_stalker_monolith_0006
team 0, squad 0, group 0, bun_stalker_monolith_0007
team 0, squad 0, group 0, bun_stalker_monolith_0008
team 0, squad 0, group 0, bun_stalker_monolith_0009
team 0, squad 0, group 0, bun_stalker_monolith_0010
team 0, squad 0, group 0, bun_stalker_monolith_0011
team 0, squad 0, group 0, bun_stalker_monolith_0012
team 0, squad 0, group 0, bun_stalker_monolith_0013
team 0, squad 0, group 0, bun_stalker_monolith_0014
team 0, squad 0, group 0, bun_stalker_monolith_0015
team 0, squad 0, group 0, bun_stalker_monolith_0016
team 0, squad 0, group 0, bun_stalker_monolith_0017
team 0, squad 0, group 0, bun_stalker_monolith_0018
team 0, squad 0, group 0, bun_stalker_monolith_0019
team 0, squad 0, group 0, bun_stalker_monolith_0020
team 0, squad 0, group 0, bun_stalker_monolith_0021
team 0, squad 0, group 0, bun_stalker_monolith_0022
team 0, squad 0, group 0, bun_stalker_monolith_0023
team 0, squad 0, group 0, bun_stalker_monolith_0024
team 0, squad 0, group 0, bun_stalker_monolith_0025
team 0, squad 0, group 0, bun_stalker_monolith_0026
team 0, squad 0, group 0, bun_stalker_monolith_0027
team 0, squad 0, group 0, bun_stalker_monolith_0028
importing alife objects from file alife_l23_x9.ltx...
importing alife objects from file alife_l11_pripyat.ltx...
team 0, squad 0, group 0, pri_boar_strong
team 0, squad 0, group 0, pri_boar_strong_0000
team 0, squad 0, group 0, pri_boar_strong_0001
team 0, squad 0, group 0, pri_boar_strong_0002
team 0, squad 0, group 0, pri_boar_strong_0003
team 0, squad 0, group 0, pri_boar_strong_0004
team 0, squad 0, group 0, pri_boar_strong_0005
team 0, squad 18, group 1, pri_stadium_lair_gigant_0000
team 0, squad 18, group 1, pri_stadium_lair_gigant_0001
team 0, squad 18, group 2, pri_depot_psydog_0000
team 0, squad 0, group 0, pri_snork_strong
team 0, squad 0, group 0, pri_snork_strong_0000
team 0, squad 0, group 0, pri_snork_strong_0001
team 0, squad 18, group 4, pri_stadium_lair_snork_0001
team 0, squad 18, group 4, pri_stadium_lair_snork_0002
team 0, squad 18, group 1, pri_followers_bomber
team 0, squad 18, group 1, pri_followers_leader
team 0, squad 18, group 1, pri_followers_stalker1
team 0, squad 18, group 1, pri_followers_stalker2
team 0, squad 18, group 1, pri_followers_stalker3
team 0, squad 1, group 2, pri_guider
team 7, squad 18, group 5, pri_sideway_left_kamp_monolith1
team 7, squad 18, group 5, pri_sideway_left_kamp_monolith2
team 7, squad 18, group 5, pri_sideway_left_kamp_monolith3
team 7, squad 18, group 5, pri_sideway_left_kamp_monolith4
team 0, squad 18, group 7, pri_stadium_help_stalker1
team 0, squad 18, group 7, pri_stadium_help_stalker2
team 0, squad 0, group 0, pri_stalker
team 0, squad 18, group 10, pri_stalker_n_2
team 0, squad 0, group 0, pri_stalker_n_2_0000
team 0, squad 18, group 10, pri_stalker_n_2_0001
team 0, squad 18, group 10, pri_stalker_n_2_0002
team 0, squad 18, group 10, pri_stalker_n_2_0003
team 0, squad 18, group 10, pri_stalker_n_2_0004
team 0, squad 18, group 10, pri_stalker_n_2_0005
team 0, squad 18, group 10, pri_stalker_n_2_0006
team 7, squad 18, group 2, pri_wave2_monolith1_rsniper1
team 7, squad 18, group 2, pri_wave2_monolith2_wsniper1
team 7, squad 18, group 2, pri_wave2_monolith3_rsniper2
team 7, squad 18, group 2, pri_wave2_monolith4_wsniper2
team 0, squad 18, group 1, pri_wave4_monolith1_rsniper1
team 0, squad 18, group 2, pri_wave4_monolith2_wsniper1
team 0, squad 18, group 1, pri_wave4_monolith3_rsniper2
team 0, squad 18, group 2, pri_wave4_monolith4_wsniper2
team 0, squad 18, group 6, pri_wave6_monolith1_rsniper1
team 0, squad 18, group 6, pri_wave6_monolith2_wsniper1
team 7, squad 18, group 10, pri_corner_monolith1
team 7, squad 18, group 10, pri_corner_monolith2
team 7, squad 18, group 10, pri_corner_monolith3
team 7, squad 18, group 10, pri_monolith_01
team 7, squad 18, group 10, pri_monolith_02
team 7, squad 18, group 10, pri_monolith_03_sniper
team 7, squad 18, group 10, pri_monolith_04
team 7, squad 18, group 10, pri_monolith_05
team 7, squad 18, group 10, pri_monolith_06
team 7, squad 18, group 10, pri_monolith_07
team 7, squad 18, group 10, pri_monolith_08
team 7, squad 18, group 10, pri_monolith_09
team 7, squad 18, group 10, pri_monolith_10
team 7, squad 18, group 10, pri_monolith_11
team 7, squad 18, group 10, pri_monolith_12
team 7, squad 18, group 10, pri_monolith_13
team 7, squad 18, group 10, pri_monolith_14
team 7, squad 18, group 10, pri_monolith_15
team 7, squad 18, group 10, pri_monolith_16
team 7, squad 18, group 10, pri_monolith_17
team 7, squad 18, group 10, pri_monolith_18
team 7, squad 18, group 10, pri_monolith_19
team 7, squad 18, group 10, pri_monolith_20
team 7, squad 18, group 10, pri_monolith_21
team 7, squad 18, group 10, pri_monolith_22
team 7, squad 18, group 10, pri_monolith_23
team 7, squad 18, group 10, pri_monolith_24
team 7, squad 18, group 10, pri_monolith_25
team 7, squad 18, group 10, pri_monolith_26
team 7, squad 18, group 10, pri_monolith_27
team 0, squad 18, group 15, pri_monolith_28
team 0, squad 18, group 15, pri_monolith_29
team 0, squad 18, group 15, pri_monolith_30
team 0, squad 18, group 15, pri_monolith_31
team 0, squad 18, group 15, pri_monolith_32
team 0, squad 18, group 15, pri_monolith_33
team 7, squad 18, group 10, pri_monolith_balcony_sniper1
team 7, squad 18, group 10, pri_monolith_balcony_sniper2
team 0, squad 18, group 10, pri_monolith_camper_n_1
team 0, squad 18, group 1, pri_monolith_leader
team 7, squad 18, group 10, pri_monolith_roof1
team 7, squad 18, group 10, pri_monolith_roof2
team 0, squad 18, group 10, pri_monolith_roof3
team 0, squad 18, group 10, pri_monolith_roof3_0000
team 0, squad 18, group 10, pri_monolith_roof3_0001
team 0, squad 18, group 17, pri_stadium_sniper1
team 0, squad 18, group 17, pri_stadium_sniper2
team 0, squad 18, group 17, pri_stadium_sniper3
team 0, squad 18, group 1, pri_wave1_monolith1_rsniper1
team 0, squad 18, group 1, pri_wave1_monolith2_free1
team 0, squad 18, group 1, pri_wave1_monolith3_free2
team 0, squad 11, group 3, pri_wave4_monolith5_free1
team 0, squad 11, group 4, pri_wave4_monolith5_free2
team 0, squad 11, group 4, pri_wave4_monolith5_free3
team 0, squad 18, group 5, pri_wave5_monolith1_free1
team 0, squad 18, group 5, pri_wave5_monolith2_free2
team 0, squad 18, group 5, pri_wave5_monolith3_free3
team 0, squad 18, group 5, pri_wave5_monolith4_free4
team 7, squad 18, group 7, pri_wave7_monolith1
team 7, squad 18, group 7, pri_wave7_monolith2
team 7, squad 18, group 7, pri_wave7_monolith3
team 7, squad 18, group 7, pri_wave7_monolith4
team 7, squad 18, group 7, pri_wave7_monolith5
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0000
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0001
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0002
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0003
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0004
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0005
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0006
importing alife objects from file alife_l12u_control_monolith.ltx...
team 0, squad 0, group 17, mon_stalker
team 0, squad 0, group 0, mon_m_poltergeist_normal_flame
team 0, squad 0, group 0, mon_m_poltergeist_normal_flame_0000
team 0, squad 0, group 0, mon_m_poltergeist_normal_flame_0001
team 0, squad 21, group 2, mon_stalker_camper_0001
team 0, squad 21, group 2, mon_stalker_camper_0002
team 0, squad 21, group 2, mon_stalker_camper_0003
team 0, squad 0, group 0, mon_stalker_monolith
team 0, squad 0, group 0, mon_stalker_monolith_0000
team 0, squad 0, group 0, mon_stalker_monolith_0001
team 0, squad 21, group 2, mon_stalker_monolith_post1
team 0, squad 21, group 2, mon_stalker_monolith_post2
team 0, squad 21, group 2, mon_stalker_monolith_post3
team 0, squad 21, group 0, mon_stalker_walker2_0001
team 0, squad 21, group 0, mon_stalker_walker2_0002
team 0, squad 21, group 0, mon_stalker_walker2_0003
team 0, squad 21, group 0, mon_stalker_walker2_0004
team 0, squad 21, group 0, mon_stalker_walker2_0005
team 0, squad 21, group 0, mon_stalker_walker2_0006
team 0, squad 21, group 0, mon_stalker_walker3_0001
team 0, squad 21, group 0, mon_stalker_walker3_0002
team 0, squad 21, group 0, mon_stalker_walker3_0003
team 0, squad 21, group 0, mon_stalker_walker3_0004
team 0, squad 21, group 0, mon_stalker_walker4_0001
team 0, squad 21, group 0, mon_stalker_walker4_0002
team 0, squad 21, group 0, mon_stalker_walker4_0003
team 0, squad 21, group 0, mon_stalker_walker4_0004
team 0, squad 21, group 0, mon_stalker_walker4_0005
team 0, squad 21, group 0, mon_stalker_walker_0001
team 0, squad 21, group 0, mon_stalker_walker_0002
team 0, squad 21, group 0, mon_stalker_walker_0003
team 0, squad 21, group 0, mon_stalker_walker_0004
team 0, squad 21, group 0, mon_stalker_walker_0005
team 0, squad 21, group 0, mon_stalker_walker_0006
importing alife objects from file alife_l04u_labx18.ltx...
team 0, squad 0, group 0, dar_gigant_normal
team 0, squad 0, group 0, dar_m_poltergeist_normal_flame_0000
team 0, squad 0, group 0, dar_m_poltergeist_normal_flame
team 0, squad 0, group 0, dar_m_poltergeist_normal_flame_0001
team 0, squad 0, group 0, dar_m_poltergeist_normal_flame_0002
team 0, squad 0, group 0, dar_m_poltergeist_normal_tele
team 0, squad 0, group 0, dar_m_poltergeist_normal_tele_0000
team 5, squad 5, group 4, dar_snork_strong_0000
team 5, squad 5, group 9, dar_snork_strong
team 0, squad 0, group 0, dar_stalker
team 0, squad 0, group 0, dar_stalker0000
team 0, squad 0, group 0, dar_stalker0000_0000
team 0, squad 0, group 0, dar_stalker0001
team 0, squad 0, group 0, dar_stalker_0000
team 0, squad 0, group 0, dar_stalker_0002
team 0, squad 0, group 0, dar_stalker_0004
team 0, squad 0, group 0, dar_stalker_0005
importing alife objects from file alife_l03_agroprom.ltx...
team 0, squad 0, group 0, agr_boar
team 0, squad 0, group 0, agr_boar_0000
team 0, squad 0, group 0, agr_boar_0001
team 0, squad 0, group 0, agr_boar_0005
team 0, squad 0, group 0, agr_dog_normal
team 0, squad 0, group 0, agr_dog_normal_0000
team 11, squad 4, group 0, agr_dog_normal_0001
team 11, squad 4, group 0, agr_dog_normal_0002
team 2, squad 11, group 5, agr_dog_normal_0003
team 0, squad 0, group 0, agr_m_dog_e_0000
team 0, squad 0, group 0, agr_m_dog_e_0003
team 0, squad 0, group 0, agr_m_dog_e_0004
team 0, squad 0, group 0, agr_m_dog_e_0005
team 0, squad 0, group 0, agr_m_dog_e_0011
team 0, squad 0, group 0, agr_dog_weak
team 0, squad 0, group 0, agr_dog_weak_0000
team 2, squad 12, group 0, agr_flesh_normal
team 0, squad 0, group 0, agr_flesh_normal_0000
team 0, squad 0, group 0, agr_m_car
team 2, squad 11, group 0, agr_pseudodog_normal
team 2, squad 11, group 3, agr_pseudodog_normal_0001
team 0, squad 0, group 0, agr_pseudodog_weak
team 0, squad 0, group 0, agr_pseudodog_weak_0000
team 0, squad 3, group 22, agr_defector_stalker1
team 0, squad 3, group 2, agr_factory_assault_soldier1
team 0, squad 3, group 2, agr_factory_assault_soldier2
team 0, squad 3, group 2, agr_factory_assault_soldier3
team 0, squad 3, group 2, agr_factory_assault_soldier4
team 0, squad 3, group 2, agr_factory_assault_soldier5
team 0, squad 3, group 2, agr_factory_assault_soldier6
team 0, squad 3, group 2, agr_factory_assault_soldier7
team 0, squad 3, group 2, agr_factory_assault_soldier8
team 0, squad 3, group 1, agr_factory_defence_stalker1
team 0, squad 3, group 1, agr_factory_defence_stalker2
team 0, squad 3, group 1, agr_factory_defence_stalker3
team 0, squad 3, group 1, agr_factory_defence_stalker4
team 0, squad 3, group 1, agr_factory_defence_stalker5
team 0, squad 3, group 1, agr_factory_defence_stalker5_0000
team 0, squad 3, group 1, agr_factory_defence_stalker5_0001
team 0, squad 3, group 1, agr_factory_defence_stalker5_0002
team 0, squad 3, group 1, agr_factory_defence_stalker6
team 0, squad 2, group 1, agr_factory_hold_soldier1
team 0, squad 2, group 1, agr_factory_hold_soldier2
team 0, squad 2, group 1, agr_factory_hold_soldier3
team 0, squad 3, group 10, agr_factory_spetsnaz1
team 0, squad 3, group 10, agr_factory_spetsnaz2
team 0, squad 3, group 10, agr_factory_spetsnaz3
team 0, squad 3, group 10, agr_factory_spetsnaz4
team 0, squad 3, group 10, agr_factory_spetsnaz5
team 0, squad 3, group 10, agr_factory_spetsnaz6
team 0, squad 3, group 10, agr_factory_spetsnaz7
team 0, squad 3, group 10, agr_factory_spetsnaz8
team 0, squad 3, group 1, agr_krot
team 0, squad 0, group 0, agr_nii_commander
team 0, squad 0, group 0, agr_nii_plennik_guard1
team 0, squad 0, group 0, agr_nii_plennik_guard2
team 0, squad 0, group 0, agr_nii_plennik_stalker
team 0, squad 0, group 0, agr_nii_soldier1
team 0, squad 0, group 0, agr_nii_soldier10
team 0, squad 0, group 0, agr_nii_soldier16
team 0, squad 0, group 0, agr_nii_soldier17
team 0, squad 0, group 0, agr_nii_soldier2
team 0, squad 0, group 0, agr_nii_soldier3
team 0, squad 0, group 0, agr_nii_soldier4
team 0, squad 0, group 0, agr_nii_soldier5
team 0, squad 0, group 0, agr_nii_soldier7
team 0, squad 0, group 0, agr_nii_soldier8
team 0, squad 0, group 0, agr_nii_soldier9
team 0, squad 3, group 8, agr_ratcatcher
team 0, squad 3, group 20, agr_road_patrol_not_gul_1
team 0, squad 3, group 20, agr_road_patrol_not_gul_1_0000
team 0, squad 3, group 20, agr_road_patrol_not_gul_1_0001
team 0, squad 3, group 20, agr_road_patrol_not_gul_1_0002
team 0, squad 3, group 20, agr_road_patrol_soldier1
team 0, squad 3, group 20, agr_road_patrol_soldier_0000
team 0, squad 0, group 0, agr_stalker
team 0, squad 0, group 0, agr_stalker_0000
team 0, squad 0, group 0, agr_stalker_0001
team 0, squad 0, group 0, agr_stalker_0002
team 0, squad 0, group 0, agr_stalker_0003
team 0, squad 0, group 0, agr_stalker_0004
team 0, squad 0, group 0, agr_stalker_0005
team 0, squad 0, group 0, agr_stalker_0006
team 0, squad 0, group 0, agr_stalker_0007
team 0, squad 0, group 0, agr_stalker_0008
team 0, squad 0, group 0, agr_stalker_0009
team 0, squad 0, group 0, agr_stalker_0010
team 0, squad 3, group 7, agr_tower1_soldier
team 0, squad 3, group 7, agr_tower2_soldier
team 0, squad 3, group 7, agr_tower3_soldier
team 0, squad 3, group 20, agr_zastava1_soldier1
team 0, squad 3, group 20, agr_zastava1_soldier2
team 0, squad 3, group 20, agr_zastava2_soldier1
team 0, squad 3, group 20, agr_zastava2_soldier2
team 0, squad 3, group 20, agr_zastava2_soldier3
importing alife objects from file alife_l08_yantar.ltx...
team 8, squad 21, group 0, yantar_m_gigant_e_0000
team 0, squad 1, group 2, yan_soldier
team 0, squad 0, group 0, factory_m_car
team 0, squad 0, group 0, factory_m_snork_e_0000
team 0, squad 0, group 0, factory_m_snork_e_0001
team 0, squad 0, group 0, factory_m_snork_e_0002
team 0, squad 0, group 0, factory_m_snork_e_0004
team 0, squad 0, group 0, factory_m_snork_e_0005
team 0, squad 0, group 0, factory_m_snork_e_0013
team 0, squad 0, group 0, yan_home_snork_0000
team 0, squad 0, group 0, yan_home_snork_0001
team 0, squad 0, group 0, yan_home_snork_0002
team 0, squad 0, group 0, yan_home_snork_0003
team 0, squad 0, group 0, yan_home_snork_0004
team 0, squad 0, group 0, yan_home_snork_0005
team 0, squad 0, group 0, yan_home_snork_0006
team 0, squad 0, group 0, yan_home_snork_0009
team 0, squad 0, group 0, yan_home_snork_0011
team 0, squad 0, group 0, yan_home_snork_0017
team 0, squad 0, group 0, yan_home_snork_0019
team 0, squad 0, group 0, yan_home_snork_0020
team 0, squad 0, group 0, yan_home_snork_01
team 0, squad 0, group 0, yan_jump_snork_0009
team 0, squad 0, group 0, yan_jump_snork_1_0012
team 0, squad 0, group 0, yan_jump_snork_1_03
team 0, squad 0, group 0, yan_jump_snork_2_001
team 0, squad 0, group 0, yan_jump_snork_4_0001
team 0, squad 0, group 0, yan_jump_snork_5_0009
team 0, squad 0, group 0, yan_jump_snork_5_0011
team 0, squad 0, group 0, yan_jump_snork_6_001
team 0, squad 0, group 0, yan_jump_snork_7_0007
team 0, squad 0, group 0, yan_jump_snork_7_0008
team 0, squad 1, group 0, yan_ecolog_preobr2
team 8, squad 8, group 8, yan_scientist_help
team 0, squad 0, group 0, yan_specnaz_dead
team 0, squad 0, group 0, yan_stalker
team 0, squad 1, group 2, yan_zombied_chuk
team 0, squad 1, group 2, yan_zombied_chuk
team 0, squad 1, group 2, yan_figa
team 0, squad 0, group 0, yantar_dead_scientist_01
team 0, squad 1, group 2, yantar_guider
team 8, squad 8, group 2, yantar_semenov
team 8, squad 8, group 1, yantar_ecolog_general
